memberid,status,signupdate,milesflown,customerid
43580173,Silver,2021-09-25,8680,1328
43580174,Silver,2021-04-03,6133,695
43580175,Gold,2023-07-02,7110,40482
43580176,Gold,2020-07-30,3290,24715
43580177,None,2020-05-06,3311,19309
43580178,Silver,2021-11-17,1411,16665
43580179,Silver,2022-09-28,5014,29562
43580180,None,2023-07-19,4435,34124
43580181,None,2021-01-12,1235,29485
43580182,None,2022-02-25,6926,19409
43580183,Gold,2022-04-06,4897,37264
43580184,None,2020-03-30,1800,1335
43580185,Gold,2022-11-04,6733,48493
43580186,None,2023-01-21,2955,42319
43580187,None,2020-04-23,506,15868
43580188,Gold,2021-04-25,5394,3885
43580189,Gold,2022-11-28,3439,19930
43580190,Silver,2020-06-16,9770,21966
43580191,Gold,2020-09-15,1286,38757
43580192,Silver,2021-12-17,8863,20164
43580193,None,2020-12-14,578,25443
43580194,Silver,2021-03-23,6182,6403
43580195,Silver,2021-05-23,2055,6858
43580196,Silver,2023-12-18,4243,6166
43580197,None,2020-09-02,6153,48311
43580198,Silver,2021-02-19,922,6247
43580199,Gold,2022-11-23,4157,49125
43580200,Gold,2024-05-14,4305,41636
43580201,Gold,2023-05-17,8335,31691
43580202,Gold,2021-05-22,3523,17904
43580203,None,2023-11-23,117,4433
43580204,Gold,2022-01-07,4308,25216
43580205,None,2023-07-28,5197,1724
43580206,None,2023-04-18,6623,49962
43580207,Silver,2023-07-16,8558,12284
43580208,Silver,2020-12-18,7302,19669
43580209,Gold,2021-06-07,5845,9979
43580210,Silver,2023-12-07,1559,48749
43580211,Gold,2024-04-13,3605,27643
43580212,Silver,2023-10-23,2771,13417
43580213,Gold,2022-05-31,9324,34221
43580214,Silver,2020-04-18,5245,46873
43580215,Silver,2020-01-08,9219,11146
43580216,None,2023-04-02,766,24413
43580217,Gold,2024-04-26,752,5555
43580218,None,2022-01-07,597,7509
43580219,None,2023-01-24,7158,48304
43580220,Gold,2021-07-26,8626,14065
43580221,None,2022-10-24,9422,36765
43580222,Gold,2022-07-29,6517,43403
43580223,Gold,2020-07-13,4145,41027
43580224,None,2021-09-17,6087,9056
43580225,Gold,2023-01-24,3520,22381
43580226,None,2022-07-31,7484,11529
43580227,None,2023-07-09,9518,29793
43580228,None,2022-03-23,4766,14637
43580229,Gold,2020-12-01,4170,11114
43580230,Silver,2022-03-07,9421,12395
43580231,Silver,2020-01-18,3841,19687
43580232,Silver,2023-03-24,1438,15599
43580233,Silver,2022-03-21,1327,2344
43580234,None,2022-05-23,1751,32930
43580235,Silver,2023-03-01,5938,15495
43580236,None,2022-10-05,2061,4950
43580237,Gold,2024-04-28,9243,406
43580238,None,2022-06-19,5301,19778
43580239,Silver,2022-08-16,438,26730
43580240,Silver,2023-12-25,6375,7366
43580241,Silver,2020-12-07,7036,1366
43580242,Gold,2021-02-07,2710,4031
43580243,Gold,2023-05-20,4486,22397
43580244,Gold,2020-07-12,7666,39861
43580245,None,2022-08-16,4243,7368
43580246,Gold,2021-12-17,5603,44893
43580247,Gold,2020-03-15,4542,42846
43580248,None,2024-03-23,4340,4966
43580249,Silver,2023-03-01,3861,35224
43580250,Silver,2020-09-28,8113,30158
43580251,Silver,2022-05-22,3305,34627
43580252,Silver,2020-05-26,8456,12430
43580253,Silver,2022-09-06,3298,16372
43580254,None,2023-06-03,6573,48
43580255,None,2020-12-15,690,47219
43580256,None,2020-02-24,2594,38917
43580257,None,2022-02-02,2200,5147
43580258,Silver,2023-12-12,726,8715
43580259,None,2023-01-21,4487,30994
43580260,Silver,2021-03-08,845,1249
43580261,Gold,2024-02-09,4236,41281
43580262,Silver,2021-05-13,3048,4583
43580263,Gold,2021-04-27,6174,43377
43580264,Gold,2022-04-06,8307,17823
43580265,Silver,2021-07-24,4459,35270
43580266,None,2022-03-13,6769,28398
43580267,Silver,2023-03-11,7833,9605
43580268,Silver,2022-06-12,1221,14221
43580269,Gold,2022-12-07,3150,30002
43580270,Silver,2020-01-20,3133,39191
43580271,None,2021-01-17,1969,18646
43580272,None,2024-03-06,1602,4653
43580273,Silver,2020-07-01,8831,3511
43580274,Gold,2021-12-05,1618,12431
43580275,Gold,2022-02-21,6410,45073
43580276,Silver,2022-04-22,1654,8658
43580277,Silver,2020-02-20,8042,22235
43580278,Silver,2024-03-01,5435,25432
43580279,None,2022-03-30,8863,26808
43580280,Gold,2024-04-08,2083,23044
43580281,None,2020-10-12,3773,28587
43580282,None,2020-02-01,4052,29553
43580283,Gold,2023-02-25,7491,16982
43580284,Silver,2020-01-01,2758,1264
43580285,None,2021-04-30,7021,9982
43580286,None,2020-04-26,6192,20032
43580287,None,2023-04-14,6558,38981
43580288,Silver,2021-06-06,1981,22810
43580289,Silver,2021-02-19,5067,4795
43580290,None,2021-12-11,9303,19457
43580291,None,2020-10-18,5527,39228
43580292,None,2022-05-28,8912,46857
43580293,Silver,2024-02-12,9790,40320
43580294,None,2022-06-23,1996,11386
43580295,None,2024-04-12,9860,10633
43580296,Gold,2020-01-23,7950,30227
43580297,Silver,2020-10-16,7508,23146
43580298,Gold,2021-02-24,5441,9825
43580299,None,2021-12-19,4141,49797
43580300,Silver,2021-04-26,4311,36383
43580301,None,2023-04-12,1118,31274
43580302,Gold,2020-06-17,1969,18608
43580303,Silver,2021-12-09,685,21567
43580304,None,2021-07-10,5166,37827
43580305,Gold,2021-11-08,3311,35462
43580306,Gold,2021-12-28,8718,10955
43580307,None,2023-10-29,3651,20983
43580308,None,2021-09-28,4571,27814
43580309,Gold,2022-01-04,1242,29488
43580310,None,2020-09-15,936,7574
43580311,Silver,2020-05-12,6238,47760
43580312,Silver,2023-07-09,3835,47386
43580313,Silver,2022-08-29,9504,38559
43580314,Gold,2020-01-30,5782,35818
43580315,Gold,2022-08-14,1687,5149
43580316,Silver,2021-01-10,953,37934
43580317,Silver,2024-01-08,3907,15412
43580318,Silver,2024-02-21,6547,44855
43580319,None,2020-10-11,7119,9936
43580320,Gold,2020-06-11,9000,12249
43580321,Silver,2021-02-28,8722,18117
43580322,None,2023-08-28,1168,43822
43580323,Silver,2024-04-11,8518,26663
43580324,Gold,2021-09-27,5741,11870
43580325,Gold,2021-11-27,7690,6553
43580326,Silver,2020-11-09,6441,24882
43580327,Gold,2021-12-03,3662,38483
43580328,Silver,2020-10-09,5434,35752
43580329,None,2021-10-11,6011,37173
43580330,Gold,2022-09-26,5153,38301
43580331,Gold,2020-01-19,3394,22151
43580332,Gold,2023-08-17,603,47777
43580333,None,2021-09-01,906,13686
43580334,Gold,2022-12-25,1709,384
43580335,Gold,2024-04-14,636,9666
43580336,Silver,2022-05-26,5331,24919
43580337,Silver,2021-03-15,5512,14707
43580338,Gold,2021-08-21,7729,9833
43580339,Silver,2020-03-06,2774,39567
43580340,Silver,2020-07-19,4357,32874
43580341,Silver,2020-03-10,6630,24199
43580342,Silver,2022-12-31,251,41459
43580343,None,2022-05-04,7412,31943
43580344,None,2022-02-27,280,24357
43580345,Silver,2021-01-31,813,854
43580346,Gold,2022-01-04,2864,14108
43580347,Silver,2021-08-13,673,36655
43580348,Silver,2022-10-19,3810,42725
43580349,Gold,2024-03-04,2959,32033
43580350,Silver,2022-09-04,8226,12083
43580351,Gold,2020-11-25,9223,20004
43580352,None,2024-01-17,72,12050
43580353,Gold,2021-09-15,4362,30686
43580354,Gold,2020-01-05,2336,14280
43580355,Silver,2023-08-07,4188,47155
43580356,Gold,2023-09-17,7781,44026
43580357,Silver,2020-05-03,4155,42735
43580358,None,2021-08-15,4450,35346
43580359,None,2020-08-16,692,24538
43580360,Gold,2021-03-10,9007,22045
43580361,Gold,2022-11-14,6963,34287
43580362,Gold,2022-07-05,5327,30093
43580363,Gold,2021-05-27,5288,43457
43580364,Gold,2023-06-10,5626,46579
43580365,None,2023-09-26,2903,14334
43580366,Silver,2021-11-28,3556,2827
43580367,None,2022-05-06,796,2821
43580368,Silver,2021-07-02,8962,18914
43580369,Silver,2023-05-28,5524,38345
43580370,Gold,2023-02-26,9996,25841
43580371,None,2022-05-13,2895,9635
43580372,Silver,2023-12-08,1954,18960
43580373,Silver,2021-09-03,2368,27977
43580374,None,2023-07-28,4045,48566
43580375,None,2021-12-30,5467,6102
43580376,None,2023-07-08,282,23387
43580377,Silver,2024-02-24,7865,41046
43580378,Gold,2020-11-20,7672,1613
43580379,Gold,2023-07-19,7229,2807
43580380,Gold,2020-11-04,5835,44045
43580381,Gold,2021-11-12,2932,7500
43580382,Gold,2022-07-19,553,70
43580383,Silver,2020-09-14,1901,14388
43580384,None,2020-09-04,1581,38274
43580385,None,2021-04-14,9231,20167
43580386,None,2024-02-17,4797,29244
43580387,None,2020-08-15,6211,3391
43580388,None,2021-08-10,7629,30349
43580389,None,2021-09-13,5748,8467
43580390,Silver,2020-06-29,4273,3182
43580391,Silver,2022-04-14,8454,6610
43580392,Silver,2022-08-17,7128,33957
43580393,None,2023-01-30,4570,34601
43580394,None,2021-10-26,1411,9685
43580395,None,2020-12-01,1940,20469
43580396,None,2021-05-22,4224,20663
43580397,None,2021-06-07,181,27815
43580398,Silver,2021-08-22,8420,28848
43580399,Silver,2022-12-17,9135,23154
43580400,Gold,2023-11-06,8985,26368
43580401,Gold,2020-11-14,7675,367
43580402,None,2021-01-05,4268,37366
43580403,Silver,2022-06-24,3640,21779
43580404,Gold,2021-06-12,6729,2118
43580405,Gold,2022-04-09,1671,28895
43580406,None,2021-06-03,7914,24479
43580407,Gold,2022-12-26,8599,31534
43580408,Gold,2020-06-11,2711,22517
43580409,Gold,2021-05-05,9378,41028
43580410,Silver,2021-11-15,7344,41024
43580411,Gold,2020-05-11,7534,42313
43580412,Silver,2024-01-04,5900,34987
43580413,Gold,2023-04-08,4866,9739
43580414,Gold,2023-08-07,157,46360
43580415,Gold,2020-01-01,5243,8630
43580416,Gold,2020-09-05,8449,35014
43580417,None,2022-05-10,4929,22582
43580418,Gold,2024-02-19,3226,37613
43580419,Gold,2021-10-11,9859,14505
43580420,Gold,2022-03-28,485,1514
43580421,Silver,2021-10-02,5528,8845
43580422,Silver,2021-03-28,7976,34206
43580423,Gold,2021-09-02,5003,2562
43580424,Silver,2021-10-07,6690,47668
43580425,Gold,2022-08-23,7483,19973
43580426,Silver,2021-01-10,9168,21917
43580427,Gold,2020-12-14,6908,38057
43580428,Gold,2023-03-19,9405,45159
43580429,Silver,2022-08-28,7639,10308
43580430,Silver,2022-03-19,7839,27624
43580431,Gold,2022-03-04,4250,39104
43580432,None,2020-04-27,2010,10396
43580433,Gold,2020-01-28,6792,47467
43580434,Gold,2022-02-17,7538,1465
43580435,Gold,2021-05-01,2531,37952
43580436,Gold,2021-06-12,5358,32035
43580437,None,2023-06-28,477,33008
43580438,Silver,2023-04-11,8314,7415
43580439,None,2021-09-16,6520,19548
43580440,Gold,2024-01-11,7568,32997
43580441,None,2021-04-01,2844,28789
43580442,Gold,2020-01-06,755,4443
43580443,None,2022-03-14,8516,15516
43580444,Silver,2022-08-07,6503,48599
43580445,None,2023-01-07,5656,14128
43580446,None,2024-03-25,5357,42135
43580447,None,2021-04-02,1233,2336
43580448,Gold,2024-04-05,5030,9909
43580449,None,2020-03-20,3062,755
43580450,Silver,2022-02-14,1123,20728
43580451,Gold,2022-03-25,4955,18909
43580452,None,2021-10-29,115,5777
43580453,Silver,2022-01-10,1496,38896
43580454,Gold,2022-12-25,3307,49961
43580455,None,2023-10-08,5823,31617
43580456,Silver,2022-11-03,7865,40540
43580457,Gold,2024-03-31,491,47406
43580458,None,2020-08-21,102,40207
43580459,Silver,2022-04-07,4389,33025
43580460,Silver,2020-03-24,612,33301
43580461,None,2021-10-13,9656,14947
43580462,None,2023-01-03,5251,32826
43580463,None,2022-09-21,536,19091
43580464,None,2022-02-23,9609,4553
43580465,None,2023-08-03,9868,45246
43580466,Gold,2020-11-28,2811,14817
43580467,Gold,2021-01-27,4539,12287
43580468,None,2023-01-31,8230,42548
43580469,None,2021-12-11,457,15719
43580470,Silver,2023-05-22,6653,46771
43580471,Gold,2020-08-07,62,1695
43580472,None,2020-01-04,5319,13917
43580473,None,2023-11-23,6057,10586
43580474,Gold,2022-11-23,141,20745
43580475,Silver,2020-09-20,406,31597
43580476,None,2022-07-04,3892,47826
43580477,None,2021-04-19,1521,45917
43580478,Silver,2023-05-18,3883,47037
43580479,Silver,2021-12-27,1908,3602
43580480,Silver,2021-06-29,2012,133
43580481,Silver,2023-09-10,9011,8667
43580482,Silver,2023-10-02,5238,30895
43580483,None,2022-05-21,302,29090
43580484,Silver,2021-01-24,7834,17653
43580485,None,2024-03-30,2819,45543
43580486,Silver,2021-01-07,11,13316
43580487,Silver,2023-10-12,5503,12451
43580488,None,2021-04-12,1726,49914
43580489,None,2024-04-13,6806,14667
43580490,Gold,2023-12-15,1223,10147
43580491,Gold,2020-06-16,6497,7234
43580492,None,2022-02-22,6625,18203
43580493,Silver,2023-10-20,3363,7124
43580494,Silver,2023-03-09,3414,33323
43580495,Gold,2022-09-03,9328,8536
43580496,Silver,2022-09-03,2420,32616
43580497,None,2023-06-29,2660,48124
43580498,Gold,2023-12-28,3552,14559
43580499,None,2020-06-26,4352,26254
43580500,None,2020-09-22,6494,32257
43580501,None,2023-11-06,2243,3218
43580502,None,2020-12-30,4731,22702
43580503,Gold,2020-01-29,4807,160
43580504,Silver,2022-11-09,7430,15614
43580505,None,2020-10-04,7307,27157
43580506,Gold,2023-11-16,670,37807
43580507,Gold,2020-01-13,3022,3378
43580508,Gold,2021-01-08,7317,41380
43580509,Gold,2023-10-16,5711,34619
43580510,None,2022-12-03,5952,46543
43580511,None,2021-03-24,4524,23500
43580512,Gold,2022-05-07,3148,34717
43580513,None,2022-12-08,6121,37319
43580514,Gold,2020-04-08,78,18417
43580515,Silver,2020-05-31,9173,23398
43580516,None,2020-06-30,1226,29884
43580517,None,2020-11-10,684,5975
43580518,Gold,2021-07-03,8453,29635
43580519,Gold,2024-01-20,7374,30794
43580520,Silver,2022-01-25,1450,34433
43580521,Gold,2023-05-20,4216,35357
43580522,None,2023-01-22,6982,19300
43580523,Silver,2022-01-29,8503,24187
43580524,Silver,2020-02-17,1000,34352
43580525,None,2020-10-20,7483,13773
43580526,Silver,2023-03-23,2478,21795
43580527,Gold,2020-06-08,4711,5678
43580528,Silver,2022-03-23,7338,9336
43580529,Gold,2021-02-27,9082,2237
43580530,None,2023-07-20,7944,1597
43580531,Gold,2022-10-19,6518,47818
43580532,None,2020-01-03,9904,8165
43580533,Gold,2024-02-13,2336,17404
43580534,Silver,2020-06-18,3966,8920
43580535,Silver,2021-09-01,140,39908
43580536,Silver,2020-08-11,3260,15335
43580537,Silver,2020-04-16,8629,28419
43580538,Gold,2020-08-01,2703,47298
43580539,None,2020-06-30,5407,44075
43580540,None,2020-02-27,6875,9701
43580541,Gold,2021-04-18,5,390
43580542,Gold,2023-05-26,5385,21441
43580543,Silver,2023-06-27,1457,33611
43580544,Silver,2021-05-15,2717,43566
43580545,Silver,2023-02-07,8623,45222
43580546,None,2021-09-11,5398,12716
43580547,None,2023-03-11,2787,9375
43580548,Silver,2020-05-08,6678,6561
43580549,None,2022-01-07,8768,44239
43580550,Silver,2020-03-22,4787,5889
43580551,None,2020-08-16,7526,23907
43580552,None,2022-08-18,2987,36939
43580553,None,2022-11-05,5488,13092
43580554,Gold,2022-10-29,7393,44728
43580555,Silver,2021-08-28,1327,42001
43580556,None,2022-08-16,3243,23608
43580557,Gold,2021-02-09,952,34042
43580558,Silver,2021-09-09,9712,49375
43580559,Gold,2021-08-06,484,33987
43580560,Gold,2023-08-15,3377,12199
43580561,None,2020-03-28,4127,20995
43580562,Gold,2022-08-24,4963,27785
43580563,None,2021-01-04,6714,15290
43580564,Gold,2022-03-02,5498,49024
43580565,None,2024-01-28,5824,35765
43580566,Silver,2024-05-13,7149,10116
43580567,Gold,2023-06-09,4085,7480
43580568,None,2022-07-04,9788,19483
43580569,Silver,2022-05-09,6858,37349
43580570,None,2021-07-15,6209,28285
43580571,Gold,2022-04-12,7718,7251
43580572,Gold,2023-03-25,5464,44719
43580573,Silver,2022-03-02,2881,32073
43580574,Gold,2023-11-21,7160,15774
43580575,Gold,2021-07-10,4769,22613
43580576,None,2021-08-07,6921,46151
43580577,None,2021-10-30,1168,37493
43580578,None,2021-04-21,1432,46807
43580579,None,2020-03-31,844,8755
43580580,Gold,2020-11-29,32,49452
43580581,None,2021-02-02,5207,18536
43580582,Gold,2021-04-06,9724,29595
43580583,Gold,2023-07-19,3755,3976
43580584,Gold,2021-03-05,1432,43120
43580585,Gold,2020-09-25,3083,22607
43580586,Gold,2022-12-03,4860,12189
43580587,None,2022-06-07,1675,36823
43580588,Silver,2020-01-02,7607,24320
43580589,None,2021-10-25,8289,17847
43580590,Gold,2023-03-14,6191,20907
43580591,Silver,2023-08-08,988,46879
43580592,Silver,2023-02-14,3963,33615
43580593,None,2020-03-29,313,14063
43580594,Silver,2023-08-05,2862,2515
43580595,Silver,2022-09-06,5224,41087
43580596,None,2022-04-03,1879,21743
43580597,Gold,2021-02-21,7486,46184
43580598,None,2020-05-25,8916,32632
43580599,None,2021-11-30,3757,4520
43580600,Gold,2022-02-02,5621,26291
43580601,Gold,2024-01-20,3172,7188
43580602,Gold,2024-02-21,9083,40436
43580603,Gold,2022-03-28,8424,29927
43580604,None,2021-05-12,6332,30161
43580605,None,2021-12-14,2865,22890
43580606,Gold,2022-02-08,1197,19959
43580607,None,2022-08-03,2788,46599
43580608,None,2023-01-09,9569,14896
43580609,Gold,2021-05-12,3206,37487
43580610,Gold,2020-04-03,9114,18469
43580611,Gold,2023-10-26,9115,24420
43580612,Silver,2021-04-16,8922,24699
43580613,None,2024-04-21,6720,26735
43580614,Silver,2023-01-04,1726,1340
43580615,None,2021-07-31,2582,25609
43580616,Silver,2022-03-17,6115,12073
43580617,None,2022-06-22,5411,23330
43580618,Gold,2021-04-17,2396,3290
43580619,None,2022-12-15,4571,47438
43580620,Silver,2020-02-13,1424,19703
43580621,Gold,2020-11-15,623,37050
43580622,Gold,2021-08-14,825,24772
43580623,None,2024-01-29,305,8003
43580624,None,2024-03-19,4937,41699
43580625,None,2023-12-28,2431,38819
43580626,Silver,2022-12-17,8969,49882
43580627,Silver,2023-12-16,6225,32903
43580628,None,2023-07-13,629,5162
43580629,None,2022-05-06,5405,13398
43580630,Gold,2022-01-21,6738,36650
43580631,None,2022-03-01,8918,16405
43580632,Gold,2022-02-16,9355,47136
43580633,None,2020-05-24,1387,25489
43580634,Silver,2022-12-03,989,33145
43580635,None,2022-02-05,7743,48716
43580636,Silver,2020-11-20,4946,45278
43580637,Silver,2023-09-28,7616,16878
43580638,None,2022-11-12,4140,49723
43580639,Gold,2024-04-22,690,15622
43580640,Gold,2020-11-30,7147,36621
43580641,Silver,2022-02-03,7478,30462
43580642,None,2022-07-26,2329,34334
43580643,Silver,2020-09-22,7511,5831
43580644,None,2020-01-10,1380,40765
43580645,Gold,2021-01-28,8148,16569
43580646,None,2021-07-25,269,20699
43580647,Gold,2023-09-02,8687,40578
43580648,None,2022-02-18,5820,44460
43580649,None,2024-01-05,4642,16238
43580650,Silver,2022-11-28,7168,41376
43580651,Gold,2020-07-12,5506,44534
43580652,None,2021-12-25,7627,45288
43580653,Silver,2024-04-15,9767,4600
43580654,Silver,2023-05-29,6271,210
43580655,Gold,2024-02-05,7010,45279
43580656,None,2022-05-07,6475,33799
43580657,None,2020-04-25,6332,38620
43580658,Silver,2021-07-23,7242,40433
43580659,None,2021-07-16,452,23792
43580660,Gold,2021-05-15,8247,5800
43580661,Silver,2022-02-15,8120,19127
43580662,Silver,2024-01-02,5254,45380
43580663,None,2023-09-12,3160,1608
43580664,None,2020-07-20,3944,9958
43580665,Gold,2021-08-08,6092,21086
43580666,Silver,2023-09-14,9213,44151
43580667,None,2022-09-20,2081,35403
43580668,Silver,2020-02-10,9480,699
43580669,Gold,2023-04-12,3536,1242
43580670,None,2022-11-12,7048,19358
43580671,Gold,2024-01-01,803,42610
43580672,Silver,2023-08-02,429,28671
43580673,Silver,2021-05-25,3791,31289
43580674,None,2021-08-13,5044,48488
43580675,Silver,2022-04-17,1718,18530
43580676,Silver,2021-12-20,960,38530
43580677,None,2024-04-19,9843,28993
43580678,Gold,2020-04-22,4480,9449
43580679,None,2022-11-25,9592,37826
43580680,None,2020-05-09,2195,34461
43580681,Silver,2022-10-22,5062,42944
43580682,None,2022-04-11,8448,45575
43580683,Silver,2023-07-17,8846,10455
43580684,Silver,2022-05-06,2556,17453
43580685,None,2020-07-07,4393,31992
43580686,Gold,2024-01-03,6365,5654
43580687,None,2022-04-07,7697,34911
43580688,Gold,2023-10-30,8754,49539
43580689,Gold,2024-03-05,9229,32532
43580690,Silver,2020-10-21,2990,32424
43580691,None,2022-04-20,3235,2724
43580692,Silver,2023-09-01,3483,23386
43580693,Gold,2024-01-24,6067,9822
43580694,Gold,2021-11-22,576,27674
43580695,Gold,2022-09-03,9183,47297
43580696,None,2020-02-19,7989,30080
43580697,None,2020-09-06,1065,31323
43580698,Silver,2020-08-05,3180,31809
43580699,Silver,2021-06-07,5404,46934
43580700,Silver,2022-04-20,9973,5506
43580701,None,2021-11-08,8177,46112
43580702,None,2021-10-10,8523,13287
43580703,Gold,2022-03-17,9404,16742
43580704,Silver,2022-10-30,1683,30546
43580705,Gold,2022-10-02,2443,13600
43580706,Gold,2023-01-22,7707,41180
43580707,None,2020-11-09,8184,38449
43580708,Gold,2023-08-13,8182,26682
43580709,Gold,2024-01-29,1054,13678
43580710,Silver,2022-09-30,3149,7275
43580711,Silver,2020-07-13,3727,13365
43580712,Silver,2021-09-06,4502,7742
43580713,Silver,2022-08-07,2992,6534
43580714,Gold,2023-04-11,896,26340
43580715,Silver,2020-08-18,3215,31070
43580716,None,2023-02-24,8328,21760
43580717,Silver,2020-08-29,6882,6640
43580718,Gold,2023-10-01,6401,27318
43580719,None,2021-06-03,1767,42459
43580720,Silver,2020-09-20,293,4642
